nd_seps,min_nd_dists,double_steps,max_disps,Run 1 MMS,Run 2 MMS,Run 3 MMS,Run 4 MMS,Run 5 MMS,MMS Mean,MMS STD
2.32379000772445,2.0,1.0,2.5,0.47692307692307695,0.4,0.3968253968253968,0.421875,0.453125,0.4297496947496947,0.034651109037553675
2.32379000772445,2.0,1.0,3.0,0.4153846153846154,0.3076923076923077,0.5,0.390625,0.4393939393939394,0.4106191724941725,0.07041543760670056
2.32379000772445,2.0,1.0,1.5,0.3709677419354839,0.3384615384615385,0.36363636363636365,0.43283582089552236,0.4090909090909091,0.38299847480396354,0.03764221291800212
2.32379000772445,1.75,1.0,3.0,0.23333333333333334,0.30303030303030304,0.4393939393939394,0.5538461538461539,0.38461538461538464,0.38284382284382285,0.12365924524662755
2.32379000772445,2.0,1.0,2.0,0.40625,0.453125,0.3384615384615385,0.4,0.28125,0.3758173076923077,0.06675675965263388
2.32379000772445,1.75,1.0,2.0,0.390625,0.3235294117647059,0.46875,0.34375,0.265625,0.3584558823529412,0.07624522699764323
2.32379000772445,1.5,1.0,3.0,0.4647887323943662,0.2054794520547945,0.323943661971831,0.45454545454545453,0.34285714285714286,0.3583228887647178,0.10650820942755503
2.32379000772445,1.75,1.0,2.5,0.37681159420289856,0.3382352941176471,0.3582089552238806,0.265625,0.3076923076923077,0.32931463024734675,0.0438586242330095
2.32379000772445,2.0,3.0,2.5,0.30303030303030304,0.31746031746031744,0.26153846153846155,0.3125,0.4426229508196721,0.3274304065697508,0.06806018557258788
2.32379000772445,2.0,2.0,1.5,0.3492063492063492,0.3125,0.4090909090909091,0.3709677419354839,0.18032786885245902,0.32441857381704026,0.08782773889982402
2.32379000772445,1.75,1.0,1.5,0.3484848484848485,0.4393939393939394,0.25,0.27692307692307694,0.2608695652173913,0.3151342860038512,0.0793724654919802
2.32379000772445,1.75,2.0,2.5,0.328125,0.328125,0.265625,0.36923076923076925,0.24615384615384617,0.3074519230769231,0.05044383951382418
2.32379000772445,1.75,3.0,2.5,0.25,0.31746031746031744,0.24615384615384617,0.296875,0.421875,0.3064728327228327,0.07134084454670736
2.32379000772445,2.0,2.0,2.0,0.2727272727272727,0.34375,0.3230769230769231,0.22727272727272727,0.3548387096774194,0.3043331265508685,0.05336915982215989
2.32379000772445,1.5,1.0,2.0,0.2714285714285714,0.22058823529411764,0.34782608695652173,0.36363636363636365,0.3088235294117647,0.30246055734546784,0.05810993726071202
2.32379000772445,2.0,2.0,3.0,0.296875,0.3076923076923077,0.3870967741935484,0.234375,0.2857142857142857,0.30235067352002837,0.0550860218776491
0.0,2.0,1.0,2.0,0.2923076923076923,0.21875,0.296875,0.296875,0.38461538461538464,0.2978846153846154,0.05877425967395841
2.32379000772445,1.5,2.0,2.5,0.4090909090909091,0.38235294117647056,0.22058823529411764,0.23943661971830985,0.22857142857142856,0.2960080267702471,0.09175966752410133
2.32379000772445,1.75,2.0,3.0,0.3548387096774194,0.40298507462686567,0.2835820895522388,0.2835820895522388,0.15151515151515152,0.2953006229847828,0.09498636053381487
2.0,1.5,1.0,3.0,0.2727272727272727,0.3235294117647059,0.31343283582089554,0.32857142857142857,0.23529411764705882,0.2947110133062723,0.03981578452551684
2.0,2.0,1.0,1.5,0.2698412698412698,0.3064516129032258,0.3333333333333333,0.23809523809523808,0.31746031746031744,0.2930363543266769,0.03859042579427458
2.32379000772445,1.5,1.0,2.5,0.4142857142857143,0.22388059701492538,0.2608695652173913,0.42424242424242425,0.13636363636363635,0.2919283874248183,0.1247736588435473
2.0,2.0,1.0,3.0,0.25757575757575757,0.19047619047619047,0.3230769230769231,0.4,0.25806451612903225,0.2858386774515807,0.07918916450889475
1.5,2.0,1.0,2.5,0.3492063492063492,0.296875,0.25396825396825395,0.23076923076923078,0.2878787878787879,0.2837395243645243,0.04518783000449431
2.32379000772445,2.0,2.0,2.5,0.16666666666666666,0.27692307692307694,0.3225806451612903,0.2903225806451613,0.35384615384615387,0.2820678246484698,0.07107294467232073
2.0,1.5,1.0,2.0,0.3181818181818182,0.3492063492063492,0.22058823529411764,0.2608695652173913,0.2608695652173913,0.28194310662341354,0.051210830272514676
2.32379000772445,0.0,1.0,2.0,0.2,0.323943661971831,0.2112676056338028,0.30158730158730157,0.36666666666666664,0.2806930471719204,0.07250846259545275
2.32379000772445,1.75,2.0,2.0,0.34375,0.2714285714285714,0.2835820895522388,0.28125,0.2222222222222222,0.28044657664060646,0.04327008263446569
2.32379000772445,1.75,3.0,2.0,0.2833333333333333,0.3181818181818182,0.2878787878787879,0.2463768115942029,0.2608695652173913,0.2793280632411067,0.02750123855266831
2.0,1.75,1.0,2.5,0.36065573770491804,0.25757575757575757,0.2222222222222222,0.21739130434782608,0.3283582089552239,0.27724064616118954,0.06435596564140121
2.0,1.75,1.0,2.0,0.3076923076923077,0.27419354838709675,0.25806451612903225,0.24615384615384617,0.2923076923076923,0.27568238213399504,0.024927778371959034
0.0,1.75,1.0,2.5,0.22727272727272727,0.3333333333333333,0.29411764705882354,0.22388059701492538,0.2923076923076923,0.2741823993975004,0.04731691555265717
0.0,2.0,1.0,2.5,0.3125,0.2923076923076923,0.24615384615384617,0.25,0.265625,0.2733173076923077,0.0284457385328712
1.5,2.0,2.0,3.0,0.24615384615384617,0.265625,0.31746031746031744,0.234375,0.30158730158730157,0.27304029304029304,0.035570151635189236
2.0,1.5,1.0,2.5,0.24242424242424243,0.2698412698412698,0.2537313432835821,0.25757575757575757,0.31746031746031744,0.26820658611703385,0.02922275936222173
2.32379000772445,0.0,1.0,3.0,0.34285714285714286,0.19444444444444445,0.09722222222222222,0.24242424242424243,0.4626865671641791,0.2679269238224462,0.14029969091345576
2.32379000772445,1.5,2.0,3.0,0.2318840579710145,0.2608695652173913,0.34328358208955223,0.2318840579710145,0.26865671641791045,0.26731559593337656,0.045621465894705115
2.32379000772445,1.5,1.0,1.5,0.30158730158730157,0.3382352941176471,0.18571428571428572,0.2537313432835821,0.2571428571428571,0.26728221636913474,0.05733877002523389
0.0,2.0,1.0,3.0,0.296875,0.265625,0.3333333333333333,0.23809523809523808,0.19696969696969696,0.2661796536796537,0.05251400080924045
1.5,1.75,1.0,2.0,0.2028985507246377,0.20634920634920634,0.31746031746031744,0.2727272727272727,0.328125,0.26551206945228684,0.0593543507234042
